474,"Поменять СНИЛС при смене фамилии, ИНН и СНИЛС",https://mfc-spravka.ru/kak-pomenyat-snils-pri-smene-familii-cherez-mfc.html
475,"Получение ИНН, ИНН и СНИЛС",https://mfc-spravka.ru/kak-poluchit-inn-v-mfc.html
476,"Восстановление ИНН, ИНН и СНИЛС",https://mfc-spravka.ru/vosstanovit-inn-v-mfc.html
477,"Поменять ИНН при смене фамилии, ИНН и СНИЛС",https://mfc-spravka.ru/kak-pomenyat-inn-pri-smene-familii-cherez-mfc.html
478,"Разрешение на оружие, Разрешения и лицензии",https://mfc-spravka.ru/razreshenie-na-oruzhie-cherez-mfc.html
479,"Лицензия на оружие, Разрешения и лицензии",https://mfc-spravka.ru/licenziya-na-oruzhie-cherez-mfc.html
480,"Охотничий билет, Разрешения и лицензии",https://mfc-spravka.ru/kak-poluchit-oxotnichij-bilet-v-mfc.html
481,"Путевка на охоту, Разрешения и лицензии",https://mfc-spravka.ru/kak-poluchit-putevku-na-oxotu-cherez-mfc.html
482,"Лицензия на алкоголь, Разрешения и лицензии",https://mfc-spravka.ru/licenziya-na-alkogol-cherez-mfc.html
483,"Лицензия на такси, Разрешения и лицензии",https://mfc-spravka.ru/licenziya-na-taksi-cherez-mfc.html
484,"Получение порубочного билета, Разрешения и лицензии",https://mfc-spravka.ru/poluchenie-porubochnogo-bileta-cherez-mfc.html
485,"Уплата налогов, Налоги и бизнес",https://mfc-spravka.ru/uplata-nalogov-v-mfc.html
486,"Узнать задолженность по налогам, Налоги и бизнес",https://mfc-spravka.ru/kak-uznat-zadolzhennost-po-nalogam-v-mfc.html
487,"Подача декларации 3-НДФЛ, Налоги и бизнес",https://mfc-spravka.ru/deklaraciya-3-ndfl-cherez-mfc.html
488,"Оформить налоговый вычет, Налоги и бизнес",https://mfc-spravka.ru/nalogovyj-vychet-cherez-mfc.html
489,"Регистрация ИП, Налоги и бизнес",https://mfc-spravka.ru/registraciya-ip-cherez-mfc.html
490,"Регистрация ООО, Налоги и бизнес",https://mfc-spravka.ru/registraciya-ooo-cherez-mfc.html
491,"Закрытие ИП, Налоги и бизнес",https://mfc-spravka.ru/zakrytie-ip-cherez-mfc.html
492,"Личный кабинет налогоплательщика, Налоги и бизнес",https://mfc-spravka.ru/lichnyj-kabinet-nalogoplatelshhika-cherez-mfc.html
